Sample_Name Bcell CD4T CD8T Gran Mono NK nRBC
GSM1947216_5806636042_R01C02 GSM1947216_5806636042_R01C02 0 -1.76501035936069e-19 0.362616332594762 0.0331618488666663 0.101451392053975 4.61691025081082e-20 0.620937537745878
GSM1947217_5806636020_R03C02 GSM1947217_5806636020_R03C02 0.0214345520658681 0 0.35488968723139 0.05978061302123 0.0698235813706203 2.93437829379738e-20 0.594702056254745
GSM1947218_5806417045_R03C01 GSM1947218_5806417045_R03C01 0.00820324149217446 0 0.360446429174665 0.0438288256878617 0.0846097926993136 3.28602802255703e-20 0.614128307059961
GSM1947219_5806636063_R03C02 GSM1947219_5806636063_R03C02 0 -1.73969830564945e-18 0.364700784769814 0.0503163721963013 0.0745431227037934 1.28315034500552e-19 0.628156288517847
GSM1947220_5806636079_R05C02 GSM1947220_5806636079_R05C02 0 -1.33395784893815e-17 0.321741358946814 0.043323353843694 0.087496499247456 -2.80508059165456e-18 0.615823188393153
GSM1947221_5806636029_R03C01 GSM1947221_5806636029_R03C01 0.0144585409536403 0 0.341257456640509 0.0928802148867112 0.0898440861855633 3.14306259437581e-20 0.564176366539183
GSM1947222_5806636036_R05C01 GSM1947222_5806636036_R05C01 0 -1.23192541372942e-18 0.340765022210254 0.0795966134000259 0.0615566558061032 1.09071417820471e-19 0.59608367884477
GSM1947223_5806636042_R06C01 GSM1947223_5806636042_R06C01 0.00114620579046106 0 0.368729433104382 0.0336289823321096 0.0959777350715134 1.96821355267782e-20 0.613486852405711
GSM1947224_5806417064_R02C01 GSM1947224_5806417064_R02C01 -4.33680868994202e-19 -5.49048663565552e-19 0.377204506461704 0.0423929601997278 0.100219555333839 5.87599750952448e-20 0.608814947517724
GSM1947225_5859720012_R01C01 GSM1947225_5859720012_R01C01 0 -4.6523168989427e-19 0.373385516765233 0.0349070154136771 0.101859177453107 5.09161640039128e-20 0.60656613381424
GSM1947226_6008581005_R05C01 GSM1947226_6008581005_R05C01 0 -3.25169386342696e-19 0.361151912755447 0.061942208736277 0.075208701889789 6.02713812713726e-20 0.611690180349668
GSM1947227_5806636036_R04C02 GSM1947227_5806636036_R04C02 0.00396890450479323 0 0.320910269438473 0.0493053938908782 0.0935886908045274 5.58939601262994e-20 0.602975869603065
GSM1947228_5806417076_R05C02 GSM1947228_5806417076_R05C02 0.000643252404556945 0 0.350154606194345 0.0370130917222567 0.111625556939645 4.34310952241744e-20 0.607539706645641
GSM1947229_5806417076_R03C02 GSM1947229_5806417076_R03C02 0.00484971590746384 0 0.358912912451202 0.0441896975932789 0.0891266718568141 5.01283505012246e-20 0.619138156247153
GSM1947230_6008581026_R02C02 GSM1947230_6008581026_R02C02 0 -1.64573666743016e-18 0.358149632002939 0.0571281109853649 0.0649105225233072 1.33375814420454e-19 0.61693647536165
GSM1947231_5806417023_R02C02 GSM1947231_5806417023_R02C02 0.00481436984543754 0 0.36848795959614 0.0422737376018417 0.0816136732374997 3.04705426206518e-20 0.612040777040595
GSM1947232_5806636026_R04C01 GSM1947232_5806636026_R04C01 0 -1.02579272408329e-18 0.358142468624454 0.0271271372126061 0.0930456765706778 9.76004160767539e-20 0.629472788795925
GSM1947233_5859594025_R01C01 GSM1947233_5859594025_R01C01 0.0159791217780516 0 0.360198997817582 0.0572759741986025 0.0739039201424143 3.34411748552031e-20 0.586904681351666
GSM1947234_6008581009_R02C01 GSM1947234_6008581009_R02C01 0.0129109137410177 0 0.35082526747072 0.0529807508135331 0.0700009695184489 5.15445400389363e-20 0.607969693458297
GSM1947235_5806636079_R02C01 GSM1947235_5806636079_R02C01 0 -2.96321881441468e-18 0.343211340019748 0.0574295029760709 0.0579198598195244 -4.65672530595674e-19 0.630614353405581
GSM1947236_6008581003_R05C02 GSM1947236_6008581003_R05C02 0 -2.93989873708353e-20 0.35480843724719 0.0434814983581191 0.0822017964514945 4.51577732290098e-20 0.623504249211008
GSM1947237_5859720011_R04C02 GSM1947237_5859720011_R04C02 0.00749847789299893 0 0.371007288523058 0.0348328397728194 0.123812821135831 3.56546476293579e-20 0.56959906781949
GSM1947238_5806636062_R01C02 GSM1947238_5806636062_R01C02 0.00351187027667146 0 0.392119472478361 0.0369517567178768 0.0779574980303108 2.92115724976869e-20 0.615285522228141
GSM1947239_5806636037_R03C02 GSM1947239_5806636037_R03C02 0.000349863364851741 0 0.359226219389073 0.0600858445398128 0.081866214916918 4.00682964033189e-20 0.60238130336748
GSM1947240_6008581028_R03C01 GSM1947240_6008581028_R03C01 0 -2.53822861323372e-19 0.355924975870501 0.0663315505744707 0.0558103486271351 6.11058916684212e-20 0.61052012032966
GSM1947241_5859720025_R04C01 GSM1947241_5859720025_R04C01 4.59323779520924e-05 0 0.359848628447546 0.0357406759334944 0.0963442105064886 1.83757779728036e-20 0.603886922615941
GSM1947242_6190781088_R01C01 GSM1947242_6190781088_R01C01 0.00660817696369461 0 0.376525898618841 0.0345092167089016 0.0998400222160199 1.57836818547958e-20 0.605803724447383
GSM1947243_5806417081_R06C01 GSM1947243_5806417081_R06C01 0 -1.56294187214758e-18 0.350911053695679 0.0484627977533688 0.0897932340137608 1.09868788976366e-19 0.612738893085091
GSM1947244_3999997051_R03C02 GSM1947244_3999997051_R03C02 0.00013586291332872 0 0.385511838714499 0.03679972304197 0.0920768424280529 2.89006897066688e-20 0.609582363655713
GSM1947245_5859594006_R05C01 GSM1947245_5859594006_R05C01 0.0358911740166294 0 0.352685932975845 0.0590201162228018 0.0591267340484176 3.85198522638881e-20 0.5985798985748
GSM1947246_5806636062_R05C01 GSM1947246_5806636062_R05C01 0 -1.69089817989298e-18 0.365528402087616 0.03734405520427 0.088786392302538 1.26653136138271e-19 0.626557234312626
GSM1947247_5806417077_R03C02 GSM1947247_5806417077_R03C02 0.00991410505711292 0 0.362968485548058 0.0326770099561259 0.100954637231895 4.34627826688336e-20 0.611516124872327
GSM1947248_6008581005_R03C01 GSM1947248_6008581005_R03C01 0.0062644319669631 0 0.363766282038154 0.0515507631832336 0.0644458658945366 5.55546177961659e-17 0.624074590321079
GSM1947249_5806636030_R01C01 GSM1947249_5806636030_R01C01 4.28590914188592e-05 0 0.385488454308687 0.0473478778851856 0.0614294978038524 2.82566710259623e-20 0.633638233345471
GSM1947250_5806636029_R01C01 GSM1947250_5806636029_R01C01 0.0163828498309831 0 0.374512037841909 0.063265498891505 0.0587792067794978 2.45904994621961e-20 0.597244524639342
GSM1947251_5806636079_R05C01 GSM1947251_5806636079_R05C01 0 -2.18543521533706e-18 0.325362633321317 0.0342812805143485 0.100282713344562 -2.05319403053365e-19 0.620729834335554
GSM1947252_5806636061_R03C01 GSM1947252_5806636061_R03C01 0.012313071308722 0 0.371631666612282 0.0417628665010014 0.07173740378534 4.14859317692455e-20 0.61855473234976
GSM1947253_5859594028_R04C02 GSM1947253_5859594028_R04C02 0.0121202929847562 0 0.352738715020096 0.048188308103042 0.0607346247836823 -5.54661169656782e-17 0.618931339676344
GSM1947254_5806417077_R01C01 GSM1947254_5806417077_R01C01 0.0169168464452583 0 0.354244883636902 0.0443743167648629 0.0857862837764571 3.27096029383683e-20 0.596498917157504
GSM1947255_5806417064_R05C02 GSM1947255_5806417064_R05C02 0 -1.18038972915402e-18 0.363709747879136 0.0474510139435364 0.0748882423700293 1.13379075628789e-19 0.629720268228244
GSM1947256_5859720011_R04C01 GSM1947256_5859720011_R04C01 0 -9.88442782279767e-19 0.375302051633523 0.0638139407732616 0.0617108857585796 9.26608396422806e-20 0.616959319767422
GSM1947257_5806636019_R04C01 GSM1947257_5806636019_R04C01 1.73472347597681e-18 4.70438651651519e-18 0.36595161324812 0.0463270588042927 0.0808133170023519 1.43449757068419e-19 0.619999501830605
GSM1947258_3999997110_R02C01 GSM1947258_3999997110_R02C01 0 -2.14409962216092e-18 0.351851883692972 0.0272456318245592 0.107696192732064 1.45251454033612e-19 0.629086838401765
GSM1947259_5806417009_R02C02 GSM1947259_5806417009_R02C02 0.00143689799314381 -6.93889390390723e-18 0.367626172399811 0.033900756657954 0.0913877595872954 3.3887950900554e-20 0.609255770100151
GSM1947260_5806636051_R06C01 GSM1947260_5806636051_R06C01 0 -7.17574355845182e-19 0.35722318215446 0.0415924460829277 0.101637018104987 6.29200880240448e-20 0.602345545080599
GSM1947261_5806636063_R03C01 GSM1947261_5806636063_R03C01 0 -2.17957873197756e-19 0.363962880093721 0.0215075061301871 0.101059165199552 3.92814724304168e-20 0.631339273215525
GSM1947262_5806417064_R03C02 GSM1947262_5806417064_R03C02 0 5.91844760514533e-18 0.364950608384024 0.0444951087633819 0.0886179264912897 8.36130159065098e-20 0.614327955865159
GSM1947263_5806417081_R04C01 GSM1947263_5806417081_R04C01 0 -3.23635281160493e-18 0.356835291563897 0.0523752802336858 0.0692827026555358 2.08402922772233e-19 0.626125261220238
GSM1947264_5806417077_R06C01 GSM1947264_5806417077_R06C01 0 -8.02815887292706e-19 0.352496603656277 0.0336754265872625 0.0942775164882397 7.17622587756188e-20 0.608090477083418
GSM1947265_5806636083_R02C02 GSM1947265_5806636083_R02C02 0.00545376808244195 6.93889390390723e-18 0.359111929106346 0.0347213788056682 0.0966299116682827 5.55457588633332e-17 0.621975160751744
GSM1947266_5806417064_R04C01 GSM1947266_5806417064_R04C01 0 -4.93849027307789e-19 0.350807779241615 0.0477399768697299 0.0962786123179287 6.79065232429417e-20 0.616905629114672
GSM1947267_5806417081_R02C02 GSM1947267_5806417081_R02C02 4.33680868994202e-19 -5.7400546640603e-19 0.338266054328128 0.0491793589293689 0.0879682617877188 5.56006074377652e-17 0.62282462632295
GSM1947268_5806417023_R03C01 GSM1947268_5806417023_R03C01 0.000304579571067283 0 0.352888048515206 0.0444536286292664 0.103589039050414 4.89766364124493e-20 0.606157575782595
GSM1947269_5806636051_R02C02 GSM1947269_5806636051_R02C02 0.0125220867294657 0 0.364345126166697 0.0293979685290403 0.0980721296488404 3.20310668793765e-20 0.619280465902475
GSM1947270_5806417077_R05C01 GSM1947270_5806417077_R05C01 0 -3.92334114057142e-18 0.346941374033649 0.0479856115927557 0.0886010367400828 2.33023350368856e-19 0.620759961494624
GSM1947271_5806636061_R05C02 GSM1947271_5806636061_R05C02 0.00734484524316749 0 0.371913152997038 0.039729012941964 0.104650815219763 3.70679777864961e-20 0.596391394571621
GSM1947272_5806417023_R01C01 GSM1947272_5806417023_R01C01 0.0106840952224371 0 0.381283846461847 0.0534494525857323 0.0659279489028533 2.73401832544022e-20 0.606722987526052
GSM1947273_5806417009_R06C01 GSM1947273_5806417009_R06C01 0 -2.39456207489894e-18 0.369337709917662 0.0397599277793261 0.0882209348857007 1.63782453505577e-19 0.599809285730442
GSM1947274_6190781088_R06C02 GSM1947274_6190781088_R06C02 0.00124303454565045 0 0.369563522986886 0.0341514743306943 0.0946124117338721 2.70856055065856e-20 0.614521890848541
GSM1947275_5806417023_R01C02 GSM1947275_5806417023_R01C02 0.0196202074796503 0 0.372157079941797 0.0403860073520338 0.0817580401827843 2.65553234840063e-20 0.614821911440255
GSM1947276_5806636063_R04C02 GSM1947276_5806636063_R04C02 0.0063326245198252 0 0.35213789093036 0.0380717185306986 0.101534549865909 3.25075415199101e-20 0.614871405001642
GSM1947277_5806417023_R05C02 GSM1947277_5806417023_R05C02 0 -4.85982356566066e-19 0.359116030912143 0.0343093972522367 0.102083341185127 6.52885248322408e-20 0.608540803217352
GSM1947278_6190781088_R04C02 GSM1947278_6190781088_R04C02 0.0186076816976912 0 0.352394208493664 0.0304844625518141 0.110619420832289 2.87934830946356e-20 0.602207723302683
GSM1947279_5806417023_R04C02 GSM1947279_5806417023_R04C02 0 -4.61947422107616e-19 0.357981301277109 0.0480536413163365 0.0820881843469239 7.1824721682253e-20 0.620500279277288
GSM1947280_5806417023_R05C01 GSM1947280_5806417023_R05C01 0 -7.51307927493744e-19 0.352453350708907 0.0414291492192143 0.0935130047063508 6.64836618490854e-20 0.627023840270743
GSM1947281_3999997051_R04C02 GSM1947281_3999997051_R04C02 0.013852961204888 0 0.392912065206395 0.0305820738373363 0.0845449220776405 1.67653802291296e-20 0.614216862254051
GSM1947282_5806417081_R03C02 GSM1947282_5806417081_R03C02 0.00157850618261877 0 0.34043387776761 0.0495782506131627 0.0951675271458396 4.57102205689341e-20 0.614271502822083
GSM1947283_5806417081_R01C02 GSM1947283_5806417081_R01C02 0.0123262032157183 6.93889390390723e-18 0.355527696420114 0.0443101091095976 0.0953373550818756 4.23682899029526e-20 0.609511790376033
GSM1947284_5806417064_R01C02 GSM1947284_5806417064_R01C02 0.0137062809656013 0 0.355676405394065 0.0413993795956562 0.0879761949047071 2.74722608877564e-20 0.607065269427431
GSM1947285_5806417023_R06C01 GSM1947285_5806417023_R06C01 0.00321930896092597 0 0.349731948734493 0.031324869382102 0.100945597796361 2.95867201801832e-20 0.606969688153519
GSM1947286_5806417009_R02C01 GSM1947286_5806417009_R02C01 0 -1.18822803458456e-18 0.3721333580249 0.0330653267900107 0.0895759343713096 7.5185758621112e-20 0.611331209588622
GSM1947287_5806417045_R04C02 GSM1947287_5806417045_R04C02 -4.33680868994202e-19 -5.71663951172004e-19 0.352944230694325 0.0479773785902022 0.0793281670460108 7.98291307463468e-20 0.606761946815676
GSM1947288_5806417064_R06C01 GSM1947288_5806417064_R06C01 0 6.60663912857196e-18 0.357898097896089 0.0425355995939466 0.0808501451414916 5.15308480686257e-20 0.636700429799804
GSM1947289_3999997091_R01C01 GSM1947289_3999997091_R01C01 0.0221840107524448 0 0.379615994298784 0.0444690859688021 0.0661097472479984 -5.54772920850021e-17 0.621717870773767
GSM1947290_3999997091_R03C01 GSM1947290_3999997091_R03C01 0.00797022979660951 0 0.361098126698246 0.0389477230484006 0.0990749234412224 4.00035262760664e-20 0.608938849779753
GSM1947291_3999997074_R01C02 GSM1947291_3999997074_R01C02 0.00720322111741385 0 0.357307082463477 0.0338384645935782 0.106756761206924 3.84755660117011e-20 0.601907838955331
GSM1947292_3999997100_R01C01 GSM1947292_3999997100_R01C01 0 -1.74644306282193e-18 0.354413291107608 0.0464699569795189 0.0897754697260931 1.25972828446786e-19 0.622268463889735
GSM1947293_3999997076_R06C01 GSM1947293_3999997076_R06C01 0 -7.52951187463439e-18 0.372011197699925 0.0278699126305221 0.134161604071529 6.62624033879272e-20 0.57517866476063
GSM1947294_3999997077_R03C01 GSM1947294_3999997077_R03C01 0 -1.34455905674514e-18 0.381169862468163 0.0472128803745132 0.0660225289701163 9.68020343522203e-20 0.636639383947375
GSM1947295_3999997110_R03C01 GSM1947295_3999997110_R03C01 0 -6.1881530159033e-19 0.380920882961327 0.0256223037712099 0.106279418489207 5.54632939847497e-20 0.620465366217849
GSM1947296_3999997076_R02C02 GSM1947296_3999997076_R02C02 0.000220423658841642 0 0.352075110441296 0.0334780731979628 0.105084720256729 5.08096568051211e-20 0.619360696863363
GSM1947297_3999997080_R03C02 GSM1947297_3999997080_R03C02 0.00427955223335621 6.93889390390723e-18 0.387222615761267 0.0334483817481078 0.100411137396002 3.45117973926207e-20 0.592157213983457
GSM1947298_3999997076_R05C01 GSM1947298_3999997076_R05C01 0.00899627432040247 0 0.354861632766101 0.0261985039581868 0.111549676035959 3.33177369504722e-20 0.625916072573605
GSM1947299_3999997093_R04C02 GSM1947299_3999997093_R04C02 0.00536279933884027 0 0.347507920689051 0.0461110390396745 0.0874648349812008 4.09804134461985e-20 0.617151080893042
GSM1947300_3999997100_R03C02 GSM1947300_3999997100_R03C02 0 -3.96804259466562e-18 0.370700949552755 0.034217015589962 0.0841684413486538 2.42294551051006e-19 0.622968058786908
GSM1947301_3999997100_R02C02 GSM1947301_3999997100_R02C02 0 -2.70410374129619e-18 0.35175105440502 0.038912687998496 0.0915317241523943 1.86400647841498e-19 0.621860810214265
GSM1947302_3999997100_R05C02 GSM1947302_3999997100_R05C02 0 -3.98509258398863e-18 0.358910969325454 0.0383455187261523 0.0912047246313585 2.34353375360067e-19 0.619924651583124
GSM1947303_3999997093_R06C01 GSM1947303_3999997093_R06C01 0 -1.61472250750076e-18 0.34514023606511 0.0377347379786452 0.107291609532775 1.27837833477726e-19 0.616601224370851
GSM1947304_3999997072_R05C02 GSM1947304_3999997072_R05C02 0.00492747658260954 0 0.378260423424747 0.0472927086074312 0.0713376792840206 5.17487152982416e-20 0.626466979957261
GSM1947305_3999997077_R03C02 GSM1947305_3999997077_R03C02 0 -6.24767533298197e-19 0.363743777599653 0.0458476765441555 0.076498303743558 6.4329942056341e-20 0.631780851008587
GSM1947306_3999997110_R04C02 GSM1947306_3999997110_R04C02 0.000108848593746458 6.93889390390723e-18 0.350827553792827 0.0401109840063598 0.106840309394124 4.27913756632549e-20 0.611567165676756
GSM1947307_3999997110_R03C02 GSM1947307_3999997110_R03C02 0.0142825146448018 0 0.348122513124847 0.0339391427352465 0.105342589826973 5.34044810093801e-20 0.602232323854422
GSM1947308_3999997093_R03C02 GSM1947308_3999997093_R03C02 0 -2.93588983457426e-18 0.36390737682869 0.0495078475244419 0.0782196636105867 1.73996165038033e-19 0.606498737769227
GSM1947309_3999997100_R06C01 GSM1947309_3999997100_R06C01 0 -3.67389299215547e-18 0.35129819407358 0.0445642397290225 0.0988871155902046 -3.60532208141781e-19 0.593296829430023
GSM1947310_3999997091_R02C01 GSM1947310_3999997091_R02C01 0.00960724333330064 0 0.365181667418063 0.0316305157829334 0.0998684871939935 2.5795364702722e-20 0.633455111457501
GSM1947311_3999997076_R01C02 GSM1947311_3999997076_R01C02 0.0164914984275064 0 0.355397739452489 0.0269775254378573 0.102868235518958 3.28698124306382e-20 0.623737884410525
GSM1947312_3999997091_R05C02 GSM1947312_3999997091_R05C02 0 -5.49845776778469e-20 0.376743541139386 0.022524645787841 0.123062244699668 4.41628060370318e-20 0.595610842641536
GSM1947313_3999997093_R05C01 GSM1947313_3999997093_R05C01 0 -2.01329192497377e-18 0.35621336121289 0.0479546770974957 0.0906160317927648 1.39168465879784e-19 0.622247604158122
GSM1947314_3999997114_R02C02 GSM1947314_3999997114_R02C02 0 -4.75826436012336e-19 0.338460502679577 0.0331168899385256 0.110947371820912 7.76444413828928e-20 0.623011394600457
GSM1947315_3999997110_R02C02 GSM1947315_3999997110_R02C02 0 -3.60023815834681e-19 0.369455886988487 0.0330685133792319 0.0890587434160042 6.30724518438702e-20 0.625197183506054
GSM1947316_3999997072_R04C02 GSM1947316_3999997072_R04C02 0.0042950643304085 0 0.373868506286409 0.0574084507526284 0.0787542405535023 4.28945761698369e-20 0.582265966641688
GSM1947317_3999997100_R04C01 GSM1947317_3999997100_R04C01 0.00719822383595877 -6.93889390390723e-18 0.351857903500709 0.037568835582279 0.10161525088666 3.76007043146866e-20 0.621247664193208
GSM1947318_3999997100_R05C01 GSM1947318_3999997100_R05C01 0 -2.13815222893496e-18 0.344716187184861 0.0455454985555064 0.0819500024268918 1.56384593280394e-19 0.631551233437741
GSM1947319_3999997072_R02C01 GSM1947319_3999997072_R02C01 0 -7.78292129152922e-19 0.379582412950521 0.0433141378280266 0.0863772549638314 7.36392906193836e-20 0.618641498688941
GSM1947320_3999997100_R02C01 GSM1947320_3999997100_R02C01 0 -2.90600542421277e-18 0.354315658120217 0.0391976150379344 0.104708657392236 1.89362681904202e-19 0.625487975804148
GSM1947321_3999997076_R02C01 GSM1947321_3999997076_R02C01 0 -2.83101686934942e-18 0.369741207583367 0.0335665358253987 0.111344675878471 1.68877956629068e-19 0.6062753365238
GSM1947322_3999997110_R06C01 GSM1947322_3999997110_R06C01 0 -4.10872486254892e-18 0.373278798723392 0.0417424011427834 0.0796170883609984 2.29595909692822e-19 0.6228972718484
GSM1947323_3999997080_R05C02 GSM1947323_3999997080_R05C02 0 -1.12696051068569e-18 0.381597055639905 0.0633034379287362 0.0686030785224602 7.04188012744813e-20 0.61134302534267
GSM1947324_3999997074_R05C01 GSM1947324_3999997074_R05C01 0.00354409458282103 0 0.37188533939014 0.0330706843081446 0.0929433749434831 2.91892900759178e-20 0.621293587203489
GSM1947325_3999997091_R04C02 GSM1947325_3999997091_R04C02 0.00920392254455423 0 0.364948945779276 0.040794395142473 0.0903792452156349 4.18275575558381e-20 0.621134459894684
GSM1947326_3999997100_R04C02 GSM1947326_3999997100_R04C02 0 -2.91811067342786e-18 0.334232180303314 0.0390281149742102 0.112948593413045 -1.90259698804186e-19 0.610749675638693
GSM1947327_3999997091_R04C01 GSM1947327_3999997091_R04C01 0.00767525620766933 0 0.367897612221779 0.0347368291888811 0.0926011068932551 4.0795829687017e-20 0.624180433459574
GSM1947328_3999997080_R05C01 GSM1947328_3999997080_R05C01 -1.0842021724855e-19 -1.32924730222196e-19 0.374531809644359 0.0331187365101138 0.100040943556827 3.54688223516931e-20 0.628817223524747
GSM1947329_3999997076_R03C02 GSM1947329_3999997076_R03C02 0 -1.95247438776499e-18 0.389168182713086 0.0440941259133122 0.0752579284126102 1.40219688423085e-19 0.616444236111182
GSM1947330_3999997074_R01C01 GSM1947330_3999997074_R01C01 0.00108345187479203 0 0.371912354833579 0.0374545293904082 0.0872504477225138 3.57238185145524e-20 0.631836538871273
GSM1947331_3999997074_R06C02 GSM1947331_3999997074_R06C02 0 -3.76187379901704e-19 0.375112396989888 0.0439524975291999 0.0934711752165943 4.80112430500735e-20 0.608551193805278
GSM1947332_3999997114_R01C02 GSM1947332_3999997114_R01C02 0 -3.33533035463742e-19 0.354079739336892 0.0257683567282566 0.0987406507626674 5.34248976573484e-20 0.633072185789054
GSM1947333_3999997077_R04C02 GSM1947333_3999997077_R04C02 0 5.77120637870911e-18 0.369391483002203 0.0290884144917215 0.105912441029491 9.68686763024242e-20 0.603567811125473
GSM1947334_3999997076_R05C02 GSM1947334_3999997076_R05C02 0.00642110161445844 0 0.370955471884753 0.026827637722336 0.0949358709505459 3.82552325333121e-20 0.621442555514283
GSM1947335_3999997072_R01C01 GSM1947335_3999997072_R01C01 0.0205080084855375 0 0.366437161743053 0.021220757035687 0.0904359762196893 4.41474643781689e-20 0.626292443745022
GSM1947336_3999997091_R05C01 GSM1947336_3999997091_R05C01 0.00226779216085117 0 0.370995574205314 0.0399010607994361 0.103990633209627 2.29321265696222e-20 0.600401908661754
GSM1947337_3999997114_R01C01 GSM1947337_3999997114_R01C01 0 -6.74049487990786e-19 0.362182612981151 0.0310094691204488 0.0818502072941472 8.48747168698413e-20 0.646397853674821
GSM1947338_3999997072_R06C01 GSM1947338_3999997072_R06C01 0 -2.49553427405327e-18 0.391001861513638 0.0495683568673726 0.0795211543757296 1.44314649837518e-19 0.609197162993845
GSM1947339_3999997074_R04C01 GSM1947339_3999997074_R04C01 0 -2.83725595758592e-18 0.370404190614066 0.047309950613715 0.0859193243234815 1.67067786159075e-19 0.622898067289298
GSM1947340_3999997080_R01C02 GSM1947340_3999997080_R01C02 0 -8.66482028390848e-18 0.373516274306608 0.0465257328136632 0.0778063954716022 1.15781419626235e-19 0.638076712121011
GSM1947341_3999997077_R01C02 GSM1947341_3999997077_R01C02 0.00962398740739754 0 0.364981283756053 0.0444797692019331 0.0729481740956796 3.36346390468854e-20 0.632296500249944
GSM1947342_3999997110_R05C01 GSM1947342_3999997110_R05C01 0 -1.25809628698842e-18 0.353185110121714 0.0228887499822601 0.100636664205345 1.03629733525324e-19 0.630190877226331
GSM1947343_3999997114_R03C01 GSM1947343_3999997114_R03C01 0.0160737554622377 0 0.353978737427168 0.0436847258955527 0.0813109128746102 4.05933487203491e-20 0.622436547543785
GSM1947344_3999997100_R01C02 GSM1947344_3999997100_R01C02 0.00283244006115453 0 0.347820250495967 0.0338003352725228 0.105755974458577 4.76984431995213e-20 0.624693994959571
GSM1947345_3999997051_R06C02 GSM1947345_3999997051_R06C02 0.00364258635408635 0 0.366020123909319 0.038811107383226 0.0966308089418436 3.84202684753513e-20 0.616103327860761
GSM1947346_3999997077_R05C01 GSM1947346_3999997077_R05C01 0.0246217502254643 0 0.361615054337909 0.0487648359429868 0.0720669361740045 4.63479151518353e-20 0.612642214896465
GSM1947347_3999997074_R03C01 GSM1947347_3999997074_R03C01 0 -5.41632906441458e-21 0.373908724220941 0.041452500523072 0.0858709150886887 4.48555762146061e-20 0.62044438672649
GSM1947348_3999997110_R04C01 GSM1947348_3999997110_R04C01 0.00386344900483212 -6.93889390390723e-18 0.360036940585263 0.0235150712688874 0.102397453773367 4.19796392097711e-20 0.626489292497812
GSM1947349_3999997110_R06C02 GSM1947349_3999997110_R06C02 0 -2.89753466664242e-18 0.360888239292135 0.0226535440380219 0.112653124434236 1.89027435734907e-19 0.608699485787628
GSM1947350_3999997110_R01C02 GSM1947350_3999997110_R01C02 0.0128178122853335 0 0.352324843174105 0.0308022395807363 0.113585811125595 2.52960702002417e-20 0.610096376906856
GSM1947351_3999997114_R04C01 GSM1947351_3999997114_R04C01 0 -1.2605300105293e-18 0.374639135865691 0.0297011323499421 0.0884569975778203 1.05499593808843e-19 0.632267254555247
GSM1947352_3999997091_R02C02 GSM1947352_3999997091_R02C02 0.0119971355755738 0 0.374650796159806 0.0489086600553008 0.0712524903029955 2.82871725921787e-20 0.621725746112317
GSM1947353_3999997080_R04C01 GSM1947353_3999997080_R04C01 0.00266916510092436 0 0.38601837250619 0.0475240822003592 0.0722758328757155 2.85094181502546e-20 0.623859172324894
GSM1947354_3999997077_R02C01 GSM1947354_3999997077_R02C01 0 6.45227932513057e-18 0.366104884407929 0.048583906991505 0.0982468858394474 5.9946930075287e-20 0.605628905196863
GSM1947355_3999997091_R06C02 GSM1947355_3999997091_R06C02 0.00153204937655987 -6.93889390390723e-18 0.355914522345341 0.0237637297377165 0.108042599533828 3.69637359994414e-20 0.616658098372274
GSM1947356_3999997074_R03C02 GSM1947356_3999997074_R03C02 0 -1.101160297591e-18 0.37467823059466 0.0262505776695286 0.0968810230295688 8.27536459202259e-20 0.630634168158038
GSM1947357_3999997091_R06C01 GSM1947357_3999997091_R06C01 0 2.30219967232016e-18 0.372960429513025 0.0427529314606229 0.0875903162566529 7.55298361448657e-20 0.609010300539224
GSM1947358_3999997100_R06C02 GSM1947358_3999997100_R06C02 0 -1.47073109657906e-18 0.334075224980312 0.0347292522047412 0.103399392997672 1.25373831281558e-19 0.615060459197005
GSM1947359_3999997080_R01C01 GSM1947359_3999997080_R01C01 0.00442614343966905 0 0.359896677146238 0.0265736163938261 0.0877602550972289 2.95658773993273e-20 0.630916986861232
GSM1947360_3999997080_R02C02 GSM1947360_3999997080_R02C02 0.00063702710665855 0 0.378291908566636 0.042142736176553 0.085244415147305 2.9378813598248e-20 0.622587003941583
GSM1947361_3999997074_R05C02 GSM1947361_3999997074_R05C02 -4.33680868994202e-19 -7.51058547556226e-18 0.355515314229527 0.0587996668791445 0.0922453934165112 6.73984221988018e-20 0.616992504202118
GSM1947362_3999997076_R04C02 GSM1947362_3999997076_R04C02 0.00509655249007595 0 0.382075077230904 0.0272582110745156 0.0957762264471088 3.39557205930451e-20 0.616446678354673
GSM1947363_3999997091_R03C02 GSM1947363_3999997091_R03C02 0.00974333826242397 0 0.365745024691729 0.0284295037103564 0.102629103374262 4.08202010947062e-20 0.617847179977574
GSM1947364_3999997074_R02C02 GSM1947364_3999997074_R02C02 0 -1.16953344775148e-18 0.369936488585021 0.0457877959533275 0.0759242264606766 1.03183457795639e-19 0.63448934070818
GSM1947365_3999997093_R01C01 GSM1947365_3999997093_R01C01 0 -1.93085612861761e-18 0.373137300581336 0.0474452856164625 0.0722073854270895 2.78985807190428e-17 0.620374970095987
GSM1947366_3999997072_R03C01 GSM1947366_3999997072_R03C01 0 -1.15039409853678e-18 0.374543398826091 0.0252111543767531 0.0982816526284736 8.31488380121728e-20 0.618566595814371
